Query	Correction
hlápa	klápa;glápa
hlaukinn	hlaupinn;laukinn
hleigið	hlegið
hleitum	heitum
hlekur	hlekkur
hlinur	hlynur;linur
hlipurlega	lipurlega
hlíting	hlíti
hljóðrið	hljóðið
hlöbbum	höbbum
hlýfa	hlífa
hlyntur	hlynntur
hlýtar	hlítar;hlýtur
hlýting	hlýti
hlytt	hlýtt
hlytur	hlýtur
hnef	hnefi
hneiga	hneigja
hneygja	hneigja
hnif	hníf
hnifur	hnífur
hníta	hnýta
hnonna	Nonna
höfa	hafa;höfða
hófsós	Hofsós
höfu	höfuð
höfundaréttur	höfundarréttur
hófý	Hófí
hog	og
högva	höggva
hópavinna	hópvinna
hopur	hópur
horð	hörð
hörður	Hörður
hormónar	hormón
horva	horfa
hosta	hósta;kosta
hotel	hótel
hotelið	hótelið
hótell	hótel
hottur	pottur
hrædur	hræddur
hrann	hann;rann
hrápum	hráum;rápum
href	hreif
hrefurinn	refurinn
hrekkjarvaka	hrekkjavaka
hripurlega	hraparlega
hrisgrjón	hrísgrjón
hrjóðrið	rjóðrið
hróðmar	Hróðmar
hrön	hrönn
hrut	hrút;hlut
hryggjarsúla	hryggsúla
hryna	hrynja;hrina
hrýna	hrína
hrynda	hrinda
hryngja	hringja
hryt	hrýt
hu	hug
hú	hún
húa	húfa
huð	húð;hurð
hufa	húfa
hufu	húfu
huggði	hugði
hugs	hugsa
hum	húm
hummus	húmmus
hun	hún
hundsun	hundsum
húnfjörð	Húnafjörð
hunn	húnn;hún
hunsun	hunsum
húnvettningur	Húnvetningur
hurd	hurð
hurđ	hurð
húrð	hurð;húð
hus	hús
hús	hús
husi	húsi
husið	húsið
hux	hugsa;hús
hva	hvað
hvad	hvað
hvalfirđi	Hvalfirði
hvárt	hvort
hvarta	kvarta
hvat	hvar
hverji	hveri;hverjir
hverr	hver
hvila	hvíla;heila
hvílikur	hvílíkur
hvit	hvít;vit
hvítr	hvítur
hvitt	hvítt;hitt
hvittur	kvittur
hvíttur	hvítur
hvítun	hvítum;hvíttuð
hvitur	hvítur;hvetur
hvítut	hvítur
hvívetni	hvívetna
hyð	hið
hýf	híf
hýfa	hífa
hýfi	hífi
hyggðust	hygðust
hýma	híma
hyrða	hirða
hyrslur	hirslur
hýt	hít
ía	í;ýja
iæra	læra
ibuð	íbúð
ibúð	íbúð
íbuð	íbúð
íbuðin	íbúðin
iðkunn	iðkun;Iðunn
íðu	síðu;íð
iðun	Iðunn
íf	líf
ig	og
íg	í;og
igló	gló;Eygló
íj	í
íja	ýja
ik	il;ok
íkja	ríkja;líkja;kíkja;fíkja
ila	illa
ili	il;illi;gili;bili;
ílla	illa
ilmu	ilmur;Ilmur;filmu
iln	inn;ilm;lin
ilva	Ylva
imynda	ímynda
in	inn
ín	í
ingibjörg	Ingibjörg
ingolfur	Ingólfur
ingun	Ingunn
ingur	ungur;Ingunn
innanhús	innanhúss
innann	innan
innbyrgða	innbyrða
innbyrgðis	innbyrðis
innheldur	inniheldur
ins	eins
ir	úr
iris	íris
ìris	Íris
is	ís
isak	Ísak
ísak	Ísak
ísarr	Ísarr
iseult	Ísold
ískáp	ísskáp
ískápur	ísskápur
island	Ísland
íslandingur	Íslendingur
íslands	Íslands
íslandsk	íslenskt
íslending	Íslending
íslendingar	Íslendingar
islendingur	Íslendingur
íslenk	íslensk
íslenkur	íslenskur
islensk	íslensk
islenska	íslenska
islenskt	íslenskt
islensku	íslensku
islenskur	íslenskur
isskápur	ísskápur
it	ið
ít	í;út
íta	ýta
italia	Ítalía
ítalia	Ítalía
ítalsk	ítalskt
italska	ítalska
íx	óx
íþrott	íþrótt
íþrottir	íþróttir
ja	já
jað	að
jakob	Jakob
jam	jarm
januar	janúar
japansk	japanskt;japönsk
japansku	japönsku
jar	kar;jarl
jár	járn
járbrautarlest	járnbrautarlest
járbrautarlestin	járnbrautarlestin
jarð	varð;jörð
jarðaber	jarðarber
jarðaför	jarðarför
jarn	barn;jarm
jasmin	jasmín;Jasmín
jeg	ég
jenny	Jenný
jesú	Jesús
jesus	Jesús
jet	get;fet
jí	í
jo	jó
jógurt	jógúrt
jol	jól
jólatrésala	jólatréssala
jon	Jón
jonas	Jónas
jord	jörð
jorð	borð;morð;hirð
jörd	jörð
jörmun	Jörmund
jórun	Jórunn
jóx	óx
ju	jú
jugga	jukka
julia	Júlía
júni	júní
júr	júgur;úr;ýr
jux	óx
kacper	kasper
kærastin	kærastinn
kæresti	kærasti
kaffibollin	kaffibollinn
kaffihus	kaffihús
kagl	kall;karl
kajus	kaus
kald	kalda;vald;köld
kalfur	kálfur
kalkunn	kalkúnn
kálkunn	kalkúnn
kallt	kalt
kaltur	kaldur;haltur
kama	karma;kamar
kán	lán;skán
kanina	kanína;kanna
kannari	kennari
kanntur	kantur
kanpi	kanti
kanski	kannski
kap	kaup
kapa	kápa;kaupa
kapur	kápur
karolina	Karólína
karrý	karrí
kartefla	kartafla
kartöfl	kartöflu
kartofla	kartafla
kartöfla	kartafla
kartoflum	kartöflum
kartóflumús	kartöflumús
kartoflur	kartöflur
katharina	Katarína
katrin	Katrín
kattur	skattur
kax	lax;kex
kayak	kajak
kaypa	kaupa
keflavik	Keflavík
keira	keyra
kel	gel
kema	kemba;þema
kenitala	kennitala
kennar	kennari;kenna
két	kjöt
ki	kí
kikja	kíkja
kikkja	skikkja;kíkja
kílo	kíló
kílometri	kílómetri
kin	kyn
kina	Kína
kinkja	kyngja
kír	kýr
kírkja	kirkja
kísa	kisa;Kína;krísa
kiss	koss;kyssa
kissa	missa;kyssa
kíssa	kyssa
kissi	kyssi
kít	kýt
kíta	kýta;líta
kíti	kýti
kítl	kitl
kítla	kitla
kiwi	kíví
kjáa	kjá
kjallar	kjallari;kallar
kjartann	Kjartan
kjet	kjöt
kjoll	kjóll;koll
kjosa	kjósa
kjot	kjöt
kjót	skjót;kjöt
kjukling	kjúkling
kjuklingur	kjúklingur
kjurr	kyrr
kjurrt	kyrrt
kk	kúk
klá	klám;klár
klæda	klæða
klæđa	klæða
klarinett	klarínett
klínik	klíník
klíník	klínísk
kloset	klósett
klóset	klósett
klosett	klósett
klosset	klósett
klrkja	kirkja
klukkutima	klukkutíma
knega	knefa
knér	kneri
knoa	kona
knú	kný
koda	kodda;kóða
koddan	koddann
kóma	koma
kommoda	kommóða
kommoða	kommóða
koms	koma
konguló	kónguló
kongur	kóngur
kóngurló	kónguló
konungr	konungur
kopavogur	Kópavogur
kopur	kópur;konur;koppur
kostning	kosning
kósý	kósí
köt	kjöt
kottur	köttur;kostur
kóttur	köttur
kötur	götur;köttur
kox	kex
krakkur	krakkar
kreðsa	kreða
kreptan	krepptan
kreysta	kreista
krikja	kirkja
krístin	Kristín;kristin
krístín	Kristín;kristin
krókódill	krókódíll
krona	króna
kronan	krónan
kronur	krónur;konur
krump	krumpa
krumpla	krumpa
ku	kú
kuð	guð
kuf	kúf
kum	um;kyn;kom
kun	kyn
kuna	kunna
kunning	kynning
kur	kúr
kúrbitur	kúrbítur
kus	kusu
kutter	kútter
kuttur	köttur
kvá	hvá
kvedja	kveðja
kveđja	kveðja
kvefa	kvefað
kvekja	kveikja;hvekkja;vekja
kvekt	kveikt;hvekkt
kvektur	hvekktur
kvennmaður	kvenmaður
kvennmenn	kvenmenn
kvetja	hvetja
kviðin	kviðinn;kvíðin
kvíður	kviður;kvíðir;kveður
kvíkmynd	kvikmynd
kvila	kvilla;hvíla
kvitun	kvittun
kvívetna	hvívetna
kvold	kvöld
kvölð	kvöld
ký	kýr;kú
kyð	kið
kym	kyn
kyngimagnað	kynngimagnað
kyngimagnaður	kynngimagnaður
kynseigin	kynsegin
kys	kyns
kysa	kyssa
kýsi	kysi
lað	að;það
læara	læra
laera	læra
læta	læt;læti
lágr	lágur;lágu;lágir;lágt
lakkris	lakkrís
lamp	lampi
lan	land;lán
lángur	langur
laser	leysir
latensk	latnesk
látta	láta
laugardagurkvöld	laugardagskvöld
lausann	lausan
lausur	laus;lausu
lávaxinn	lágvaxinn
laxness	Laxnes
le	leið
lea	Lea
lég	ég
leggji	leggi
legja	leggja;leigja
legst	leggst
leigandi	leigjandi
leikhus	leikhús
leisa	leysa
leo	leó;Leó
leò	leó;Leó
lesandur	lesendur;lesandi
leta	leita;feta;létta
lett	létt;lest
leypur	hleypur
leyta	leita
lí	í
liðan	líðan
lífandi	lifandi
lifsmörk	lífsmörk
lífstill	lífsstíll
lifta	lyfta;lista
lig	liggur
ligga	liggja
liggji	liggi
ligja	liggja
ligur	liggur
lik	leik;lík
lika	líka
líkam	líkami
likami	líkami
líkamin	líkaminn
líkams	líkama
likan	líkan
likar	líkar
likill	lykill
likt	líkt;lykt
lily	Lilý
liod	ljóð;ljót
lioð	ljóð;lið
liód	lið;ljóð
lióð	ljóð;lið;lóð
liöð	lið;ljóð
lís	lús
lisa	losa;Lísa
lísta	lista;lýsti
lísti	lýsti
lístur	lýstur
lítast	líta;litast
lítháen	Litháen
litháenska	litháíska
litil	lítil
litíl	lítil
litill	lítill
litíll	lítill
lítin	lítinn
litl	litla
lítl	lítil
lítla	litla;líta
lítli	litli
litll	litli
lítll	lítill
lítlum	litlum
littil	lítil
líttil	lítill
ljó	ljós
ljoð	ljóð
ljos	ljós
ljosakrona	ljósakróna
ljósrofi	ljósarofi
ljot	ljót
ljóttur	ljótur
ljúa	ljúga
ljuga	ljúga
ljuka	ljúka
logan	logann
lógu	lágu;lóga
lýf	lyf;líf
lyfa	lyf;lifa
lyggja	liggja
lýgi	lygi
lýkill	lykill
lýkt	líkt
lysa	lýsa
ma	má
máa	má
mað	máð;maður;með;að
maðir	maður
maðr	maður
madur	maður;matur
mađur	maður
maðurin	maðurinn
mađurinn	maðurinn
maðut	maður
magnus	Magnús
mai	maí
mais	maís
mallýsku	mállýsku
máltið	máltíð
mama	mamma
mán	máni
mánað	mánaða
mánaði	mánuði
mánaður	mánaðar
maneskja	manneskja
mannafl	mannafla
mannst	manst
mannstu	minnstu;manstu
mánu	máni
mánuðar	mánaðar
mánudi	mánuði
manuður	mánuður
mánudur	mánuður
mánuđur	mánuður
mánúður	mánuður
manuel	Manúel
mapur	maður
màr	már
marðan	marða
marg	margt;margur;mark
margfallt	margfalt
margi	margir
maria	María
markaðsetja	markaðssetja
máson	másson
matarlist	matarlyst
matin	matinn
matthias	Matthías
mattin	máttinn
mature	matur
maukur	mauk
maya	maka;mata;maga
me	með;mér
méð	með
meðhandla	meðhöndla
megja	meyja;mega
megu	megum
meida	meiða
meiga	mega
meigi	megi
meigum	megum
mentun	menntun
mentunn	menntun
meò	með
mep	með
mes	nes
mexikó	Mexíkó
mi	mig
mí	mý
míða	miða;víða;smíða
midbær	miðbær
míði	miði;líði;smíði
miðnæti	miðnætti
miðvikidaginn	miðvikudaginn
míkið	mikið
míkil	mikil
míkill	mikill
mikin	mikinn
míkinn	mikinn
mikit	mikið
millý	milli
min	mín;mun;mitt
mina	mína;minna
minar	mínar
mind	mynd
minir	minnir;mínir
minkunn	minnkun
mínn	minn;mín
minnkunn	minnkun
mins	míns
minsta	minnsta
minu	mínu
minum	mínum
minus	mínus
mínút	mínútu
minuta	mínúta
minúta	mínúta
mínuta	mínúta
minutur	mínútur
mínutur	mínútur
míó	bíó
mís	maís;mús
miskun	miskunn
míta	mýta
mítt	mitt
mjóastur	mjóstur
mjök	mjög
mjolk	mjólk
mjölk	mjólk
mjuk	mjúk
mjukt	mjúkt
mjukur	mjúkur
mo	má
moður	móður;maður
möður	mörður
mólk	mjólk
molly	molli
morg	mörg
morgnin	morgni
morgu	morgun
morgunfull	morgunfúll
morgunin	morguninn
morgunnin	morguninn
mös	nös
mota	motta;nota
mótakka	móttaka
motus	moturs
mu	um
mú	nú;mý
múkt	mjúkt
mún	hún;mín
munnt	munt
muns	munns;muna;mun
murkur	myrkur
mus	mús;mis
músir	mýs
músli	múslí
múslim	múslimi
my	mý
mýga	míga
myn	minn;mynt;mun
mynð	mynd
mýnd	mynd
myndalegur	myndarlegur
mynnast	minnast
mys	mýs;mysa
mýsa	mysa
mýt	mýta;nýt
nà	ná
nafur	næfur
nág	nóg
nagl	nagli
nágrani	nágranni
nágrannur	nágrannar;tágrannur;tággrannur
nágreni	nágrenni
náll	Njáll;nál
námsfús	námfús
namskeið	námskeið
námsskeið	námskeið
náttur	máttur
náttura	náttúra
nátura	náttúra
nátúra	náttúra
nauðu	nauðum
ne	nei;né;en
nefndr	nefndur
nefninlega	nefnilega
neið	neyð
nemand	nemandi
nemandur	nemendur
nemendi	nemandi
nemu	nema
nér	mér;neri
nés	nes
netur	getur;nettur;hnetur
new	nei
nex	vex
ney	nei
neys	neysla
nf	af
ni	nú;ný
ní	ný;í
níður	niður;níð
niðurstað	niðurstaða
nís	nýs
nita	nit
níta	nota;nýta
niti	nit
nítíu	níutíu
njota	njóta
no	nóg
nóel	Noel
nog	nóg
nokkir	nokkrir
nokkri	nokkrir
nokkrur	nokkrir;nokkur
nökkur	nokkur
nökkurs	nokkurs
nökkut	nokkurt
nokra	nokkra
norænn	norrænn
norð	morð;norður
nöt	nötur;not
notarlegt	notalegt
notarlegur	notalegur
notkunn	notkun
nott	nótt;gott
nött	nótt
nóttuni	nóttunni
november	nóvember
nu	nú
nuð	náð
núð	húð;snúð
nuðlur	núðlur
num	um;mun;nam
numer	númer
núr	múr;búr
nútið	nútíð
ny	ný;nú
nýa	nýja
nýan	nýjan
nýar	nýjar
nyð	nið;niður
nýð	níð
nýða	níða
nyður	niður
nýj	ný
nyja	nýja
nýjann	nýjan
nýji	nýi
nýjir	nýir
nýjur	nýju;níur
nýpur	nípur;núpur
nyr	nýr;nær
nýrr	nýr
nýskur	nískur
nysta	nyrsta;nísta
nýstálegum	nýstárlegum
nytt	nýtt;nótt
nýung	nýjung
oð	óð
öd	öld
öð	að
öðla	söðla;öðlast
ǫðrum	öðrum
öðruvísa	öðruvísi
öðruvisi	öðruvísi
ódyr	ódýr
ódyrt	ódýrt
öf	af
ofundar	öfundar
ög	og
oh	ó
ök	ók;tök;sök
oktober	október
óktóber	október
öku	óku
ol	ól;öl
olafur	ólafur
ólett	ólétt
ólia	olía
ólifur	ólífur
ólikur	ólíkur
olla	Olla
öllsömun	öllsömul
olöf	ólöf
óls	Óla;ól
om	óm
öm	óm;söm
omega	ómega
on	son
ön	önn
öndur	öndun
öngvu	öngvum
önur	önnur
ór	kór;sór;mór;fór
orðaforð	orðaforði
orðstýr	orðstír
orðtak]	orðtak
örðuleikar	örðugleikar
örðuleiki	örðugleiki
ork	orka;rok
orkupakkanns	orkupakkans
örrug	örugg
örruggur	öruggur
örrugur	öruggur
öruglega	örugglega
öryggur	öruggur
os	ós;oss;og
ösa	ausa
osk	ósk
ösk	ósk
oska	óska
ot	ota;pot
ótrulega	ótrúlega
ox	óx
öxa	öxi
óxi	öxi;óx;uxi
óxu	óx;uxu
óþæginlegt	óþægilegt
óþæginlegur	óþægilegur
pað	það
pær	þær;lær
paka	baka;pakka
paki	pakki;þaki
pan	plan
panni	þannig;penni
papir	pappír
papír	pappír
papríka	paprika
papúískur	papúskur
parf	þarf
paris	París
partin	partinn
party	partí
pau	þau
paurað	párað;paur
peir	þeir
peningaþvottur	peningaþvætti
pennan	pennann
pennin	penninn
penning	pening
penninga	peninga
penningar	peningar
penningur	peningur
pepperoni	pepperóní
persón	persóna
persona	persóna
pérsona	persóna
personur	persónur
pessa	pressa;passa
pessi	þessi
pesti	festi;vesti;besti;mesti
petur	pétur;Pétur
peys	peysu
pi	pí
piano	píanó
píano	píanó
pinn	pinni;þinn
pisa	pissa;písa
pita	píta
pittur	pyttur
plagat	plaggat;plakat
plant	planta
póka	poka;bóka
póki	poki;púki
pokka	poka
poland	Pólland
póland	Pólland
polska	pólska
portugal	Portúgal
post	póst
postur	póstur;kostur
posturinn	pósturinn
prífa	þrífa
prír	þrír
prjona	prjóna
prof	próf
profa	prófa
prófarkalesa	prófarkalestur
prófataka	próftaka
prófil	prófíl
prófill	prófíll
prosent	prósent
puls	púls;plús
púnktur	punktur
purfa	þurfa
pvo	svo;þvo
pý	pí
pyls	pylsa
pýna	pína
ra	ára
rabbarbari	rabarbari
rað	ráð;röð;að
ráda	ráða
ræda	ræða
ræri	reri
rætina	ræktina
rætistu	rætist
rafnsungar	hrafnsungar
ragnarr	ragnar;Ragnar
rakk	rakki
rakkl	rakki
ran	rán
rannsakna	rannsaka
rannsók	rannsókn
ransókn	rannsókn
rassin	rassinn
rasskin	rasskinn
ratt	hratt
raud	rauð
rauđ	rauð
raudur	rauður
rauđur	rauður
rauðvin	rauðvín
raunið	hraunið;raunin
raut	hraut;braut;graut
rax	sax
re	er
reð	réð
reða	eða
rég	ég
regnhlif	regnhlíf
regnvötn	regnvatn
reiðrinu	hreiðrinu
rén	réna
rer	reri
rér	rýr;reri
rét	rétt
réttann	réttan
rey	reyk
reyka	reyna;reykja
reykingarmaður	reykingamaður
reykingmaður	reykingamaður
reykjavik	Reykjavík
reykningur	reikningur
reys	reis
reysa	reisa
ría	rýja
rifast	rífast
rik	ryk;rík
riki	ríki
rikisstjorn	ríkisstjórn
rikl	rikli
rikur	ríkur;vikur
ringdi	rigndi
rír	rýr;þrír
rísastór	risastór
rísta	rista
rix	ris
ro	ró
roa	rosa;róa
rók	tók;rok
róland	rólandi
rolegur	rólegur
rópuðu	hrópuðu;rápuðu;ropuðu
ros	rosa;rós;ross
rös	gös
rósalega	rosalega
rósinkál	rósakál
röt	rör;föt
ru	eru
rúa	búa
rúmstökk	rúmstokk
run	Rún;mun;raun
rus	ris
rússibani	rússíbani
russland	Rússland
ruta	rúta;rúnta
rúturinn	rúnturinn;hrúturinn
rýa	rýja
rýfa	rífa
rýg	rýr;rígur;ríg
rys	ris
rýtur	rútur;hrýtur
sa	sá;sé
sà	sá
sað	sáð
sadd	södd
sæka	sækja
sæu	sæju
sagdi	sagði
sagg	sag;saggi
sagja	segja
sagn	sagt;sagan;sögn
sak	saka
sakn	sakna
sam	sami
samála	sammála
samfelag	samfélag
samhryggja	samhyggja
samloko	samloku
samlöku	samloku
sammâla	sammála
sammþykkja	samþykkja
samói	Samóa
samu	sömu;sámur
samþyggja	samþykkja
samþyki	samþykki
samþykja	samþykkja
sán	sána
sandal	sanddal;Sanddal;sandali
sannalega	sannanlega;sannarlega
sannleikan	sannleikann
sauðakrókur	Sauðárkrókur
sauðarkrókur	Sauðárkrókur
sauna	sána
se	sé
sebastian	Sebastían
sebastían	Sebastían
seða	seðja
ség	ég
segia	segja;segir;seiga
segji	segi
seiðingur	seyðingur
seinkunn	seinkun
seja	segja
sekunda	sekúnda
sekúnta	sekúnda
sél	sel
sendann	sendan
ser	sér;er;sem
séri	sér
sérst	sést
sérstak	sérstakt
sérstaklegur	sérstakur
setningur	setningu
settja	setja
settning	setning
seyja	segja;deyja
seylast	seilast
seylist	seilist
si	sé
siðari	síðari
sidast	síðast
siðasta	síðasta
siðasti	síðasti
siðastur	síðastur
siðustu	síðustu
síðustur	síðastur
síf	Sif;svíf
sígarett	sígarettu
sigaretta	sígaretta
sígarettapakki	sígarettupakki
sígarettpakki	sígarettupakki
sigja	segja;sía;sýja;síga
sígja	síga
sigriður	Sigríður
sígriður	Sigríður
sigrun	Sigrún
sígurður	Sigurður
síja	sía
sikur	sykur
silvur	silfur
símanumer	símanúmer
símin	síminn
símmi	sími
simon	Símon
sind	synd
singa	syngja
singja	syngja
sini	sinni;syni
sínn	sín;sinn
sistir	systir
sistkyn	systkin
sistkyni	systkini
sistur	systur;situr
sita	sitja
sitjast	setjast
sitrona	sítróna
sitróna	sítróna
sítrona	sítróna
sitta	sitt;sitja
sittja	sitja
siv	sif;Sif;sig
sja	sjá
sjà	sjá
sjáland	Sjáland
sjálfann	sjálfan
sjóari{k}]	sjóari
sjoða	sjóða
sjonvarp	sjónvarp
sjöti	sjötti
sjóvarp	sjónvarp
sjúkdom	sjúkdóm
sk	ask
skald	skal;skáld
skamm	skammt;skamma
skammarbréf	skammabréf
skamt	skammt
skannari	skanni
skapur	skápur
skarpheðinn	Skarphéðinn
skársta	skásta
skárstur	skástur
ské	ske
skemmtur	skemmtir;skammtur
skemtileg	skemmtileg
skemtilega	skemmtilega
skemtilegt	skemmtilegt
skemtilegur	skemmtilegur
skemtun	skemmtun
skemtuninni	skemmtuninni
skí	skín;ský
skiði	skíði
skifta	skipta
skifti	skipti
skíl	skýli
skilabóð	skilaboð
skill	skil
skilmál	skilmála
skilt	skylt;skilti
skípi	skipi;skrípi;skíði
skipulegja	skipuleggja
skírleiksstúlka	skýrleiksstúlka
skirta	skyrta
skirteini	skírteini
skitugur	skítugur
skjál	skjálf;skál;skjal
skjalfa	skjálfa
skjavarpi	skjávarpi
skjota	skjóta
skoda	skoða
skođa	skoða
skóðanir	skoðanir
skóðun	skoðun
skogur	skógur
skól	skóla;skóli;skal
skolan	skola;skólann
skólan	skólann
skolann	skólann
skolanum	skólanum
skolí	skóli
skólí	skóli
skólin	skólinn
skolinn	skólinn
skòlinn	skólinn
skóp	skólp
skótland	Skotland
skrífa	skrifa
skriffinska	skriffinnska
skritið	skrítið;slitið
skritin	skrítin
skritinn	skrítinn
skriva	skrifa
skrýmsli	skrímsli
skryn	skyn;skrun
sku	sko
skú	ský
skuffa	skúffa
skul	skal
skula	skila;skulu
skulla	sulla;skalla
skura	skúra
skutl	skutla
sky	ský
skygnast	skyggnast
skylirði	skilyrði
skylst	skilst
skýna	skína;sýna
skyrsla	skýrsla
skyrt	skýrt
skýrteini	skírteini
slepa	sleppa
sleypt	sleipt
slí	slý
slokkva	slökkva
slökva	slökkva
smatt	smátt
smegja	smeygja
smeigja	smeygja
smeikur	smeykur
smeyja	smeygja
smiđur	smiður
smíður	smiður;smíðar
smjór	smjör
smur	smurt
snellið	smellið
snemmur	snemma
sníðugur	sniðugur
sníta	snýta
snjor	snjór
snór	snjór
snua	snúa
so	sé
só	sé
sóf	sór
sófan	sófann
sofanum	sófanum
sofí	sófi
sofia	Sofía
sófin	sofin;sófinn
sók	sól;sök
sókkar	sokkar
sókkur	sokkur
sökva	sökkva
sol	sól
soley	Sóley
sólsetuna	stólsetuna
sólveig	Sólveig
sömul	sömu
söngkuno	söngkonu
söngstjór	söngstjóri
sonir	sonur
sonnur	sonur
sónur	sonur
sor	sór;sori
sör	sér
sova	sofa
spent	spennt
spentur	spenntur
spirja	spyrja
spítal	spítala
spitala	spítala
spitali	spítali
splunkunyr	splunkunýr
spreita	spreyta
spur	spyr
spurnig	spurning
spurningarlisti	spurningalisti
spurningur	spurningar
spurtning	spurning
spyra	spyrja
spýrja	spyrja
spyrr	spyr
stætó	strætó
stafsetningavilla	stafsetningarvilla
stakkt	stakt
stákur	strákur
stár	sár;stór;tár
starfsman	starfsmann
stasi	stansi
stefan	Stefán
steipireiður	steypireyður
stelp	stelpa
stelpar	stelpur
stemdur	stemmdur
stenda	standa;senda
steypireiður	steypireyður
steypreiður	steypireyður
stí	stíl
stiðja	styðja
stiflað	stíflað
stiflaður	stíflaður
stigvel	stígvél
stigvél	stígvél
stígvel	stígvél
stíja	stía
stiltur	stilltur;stultur
stíra	stýra
stittist	styttist
stixa	stiga
stja	stjá
stjarn	stjarna
stjori	stjóri
stjörn	stjörnu;stjórn;stjarna
stjórnvölin	stjórnvölinn
stockholm	Stokkhólm
stöðuleiki	stöðugleiki
stófa	stofa
stöfu	stofu
stòla	stóla
stoll	stóll;stol;stolt
stöll	stöllum
stóllin	stólinn;stóllinn
stollt	stolt
stolltur	stoltur
stopa	stoppa
stor	stór
stòr	stór
stora	stóra
storan	stóran
stórann	stóran
stórr	stór
stort	stórt
stórur	stór;stórir;stórar
stræto	strætó
strak	strák
strakur	strákur
stràkur	strákur
straukur	strauk;straumur;strákur
strengri	strangari
strið	stríð
striða	stríða
strond	strönd
stúdenstpróf	stúdentspróf
studningur	stuðningur
stulka	stúlka
stundur	stund;sundur
sturt	sturta
stutur	stuttur;stútur
stynga	stinga
styrnir	Styrmir
su	sú;sé
súkkulað	súkkulaði
sukkulaði	súkkulaði
súkkulađi	súkkulaði
súkkulaðiðkaka	súkkulaðikaka
súkkulaðiðkakan	súkkulaðikakan
suld	súld
sun	sund;sin;syn
supa	súpa;suma
sur	súr
svá	svo
svár	sár
svatur	svartur
svef	svefn;sveif;
svefnburka	svefnpurka
svefnpurrka	svefnpurka
sveiplur	sveiflur
sveitarbær	sveitabær
sveitur	sveittur;sveitir
sví	svo
svíðjóð	Svíþjóð
svípaður	svipaður
svó	svo
svolitið	svolítið
sýa	sía;sýna
syg	sig
sygin	sigin;sigyn
sýkur	sykur
syna	sýna;sína
syndja	synda
synga	syngja
syning	sýning
syningarnar	sýningarnar
sýningur	sýningu
sýróp	síróp
syskini	systkini
sýstir	systir
systkinni	systkini
systkyn	systkin
systkyni	systkini
systkynni	systkini
sýstur	systur
syt	sit
ta	tá
talfa	tölva
tálnum	táknum
tán	tá
tann	tanni;hann;tönn
tar	tár
táraðu	tóra
tas	fas
task	taska
tata	fata
tauf	rauf
tébolla	tebolla
tegja	teygja
tekr	tekur
tengls	tengsl
tér	sér;þér
text	texti;tekst
textan	textann
textur	texti
teygji	teygi
teyja	teygja
ti	til
tið	tíð
tik	tík
tíl	til
tílbúinn	tilbúinn
tilfining	tilfinning
tilhlíðlegt	tilhlýðilegt
till	til
tilvík	tilvik
tima	tíma
tíme	tíma
timi	tími
timinn	tíminn
tíml	tími
tít	títt
títill	titill;lítill;trítill
tix	til
tjáningafrelsi	tjáningarfrelsi
tjekka	tékka
tjilla	tilla
to	tó
tö	tvö
tóf	töf
tolva	tölva
tolvan	tölvan
tölvs	tölva
tölvupost	tölvupóst
tölvupostur	tölvupóstur
tomat	tómat
tomata	tómata
tomatar	tómatar
tomatur	tómatur
tomur	tommur;tómur
tön	tönn
tonleikar	tónleikar
tónleikaк	tónleikar
tonlist	tónlist
tónlistamaður	tónlistarmaður
trað	trúað
tre	tré;the
tromm	tromma
trua	trúa
trúarbragð	trúarbrögð
trump	Trump
trunt	trunta
tu	tíu;trú;þú
